"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","ISSUEDDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","STATSCANADABUILDINGCODE","STATSCANADABUILDINGCODEDESC","STATSCANADAWORKCODE","STATSCANADAWORKCODEDESC","STATSCANADAUNITSCREATED","STATSCANADAUNITSLOST","BUILDINGAREAM2","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","CONSTRUCTIONVALUE"
"BP000062","BUILDING - COMMERCIAL","RENO","COMPLETED","4/15/2005 12:00:00 AM","4/26/2005 12:00:00 AM","4/26/2005 12:00:00 AM","5/19/2005 12:00:00 AM","1201005010001","DOWNTOWN","512","RETAIL COMPLEX","03","ALTERATIONS/IMPROVEMENTS","","","283.00000000","","501","1 AVE S","501 1 AVE S","8911701","4","","PLAN 8911701 BLOCK 4","209779","113000.00000000"
"BP000063","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/15/2005 12:00:00 AM","4/25/2005 12:00:00 AM","4/25/2005 12:00:00 AM","2/2/2006 12:00:00 AM","4035604760001","UPLANDS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","81.10000000","","476","LYNX CRES N","476 LYNX CRES N","0412170","19","106","PLAN 0412170 BLOCK 19 LOT 106","406906","97000.00000000"
"BP000064","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/15/2005 12:00:00 AM","4/25/2005 12:00:00 AM","4/25/2005 12:00:00 AM","1/8/2010 12:00:00 AM","4212011100001","ST EDWARDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","10.03000000","","1110","12 AVE N","1110 12 AVE N","6166GR","10","6","PLAN 6166GR BLOCK 10 LOT 6","305140","1080.00000000"
"BP000065","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/15/2005 12:00:00 AM","4/25/2005 12:00:00 AM","4/25/2005 12:00:00 AM","11/16/2005 12:00:00 AM","2082000200001","RIVERSTONE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","115.20000000","","20","RIVERGREEN RD W","20 RIVERGREEN RD W","0214165","6","56","PLAN 0214165 BLOCK 6 LOT 56","396126","99000.00000000"
"BP000066","BUILDING - RESIDENTIAL","ADDITION","COMPLETED","4/18/2005 12:00:00 AM","4/25/2005 12:00:00 AM","4/25/2005 12:00:00 AM","5/19/2005 12:00:00 AM","1113009480001","FLEETWOOD","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","32.70000000","","948","13 ST S","948 13 ST S","6283S","26","24,25","PLAN 6283S BLOCK 26 ALL OF LOT 24 AND THE NORTH HALF OF LOT 25","302585","7000.00000000"
"BP000067","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/18/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","5/16/2006 12:00:00 AM","4112204200001","SENATOR BUCHANAN","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","","","105.35000000","","420","12B ST N","420 12B ST N","406R","149","7","PLAN 406R  BLOCK 149  LOT 7","415257","94000.00000000"
"BP000068","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/18/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","5/16/2006 12:00:00 AM","4112204180001","SENATOR BUCHANAN","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","","","105.35000000","","418","12B ST N","418 12B ST N","406R","149","8","PLAN 406R  BLOCK 149  LOT 8","415264","94000.00000000"
"BP000069","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/18/2005 12:00:00 AM","4/25/2005 12:00:00 AM","4/25/2005 12:00:00 AM","1/11/2007 12:00:00 AM","1110009230001","FLEETWOOD","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","53.51000000","","923","10 ST S","923 10 ST S","6283S","22","60-62","PLAN 6283S BLOCK 22 THE NORTH 4 FEET OF LOT 60 THE WHOLE OF LOT 61 AND THE SOUTH 8 FEET OF LOT 62","302739","12000.00000000"
"BP000070","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/18/2005 12:00:00 AM","4/26/2005 12:00:00 AM","4/26/2005 12:00:00 AM","2/14/2006 12:00:00 AM","1228029200255","WEST MAYOR MAGRATH DR","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","32.52000000","","3305","31 ST S","3305 31 ST S","","","","","430580","7000.00000000"
"BP000071","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/18/2005 12:00:00 AM","4/26/2005 12:00:00 AM","4/26/2005 12:00:00 AM","6/30/2005 12:00:00 AM","4085001970001","UPLANDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","83.61000000","","197","UPLANDS BLVD N","197 UPLANDS BLVD N","0111181","18","44","PLAN 0111181 BLOCK 18 LOT 44","385675","16000.00000000"
"BP000072","BUILDING - RESIDENTIAL","ADDITION","COMPLETED","4/18/2005 12:00:00 AM","4/26/2005 12:00:00 AM","4/26/2005 12:00:00 AM","2/3/2006 12:00:00 AM","1115006190001","VICTORIA PARK","110","SINGLE HOUSE","02","ADDITION TO EXISTING","","","0.00000000","","619","15 ST S","619 15 ST S","4353S","125","48","PLAN 4353S BLOCK 125 LOT 48","205201","11088.00000000"
"BP000073","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/18/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/27/2005 12:00:00 AM","2/3/2006 12:00:00 AM","1085600880001","FAIRMONT","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","103.68000000","","88","FAIRMONT PT S","88 FAIRMONT PT S","0213504","11","124","PLAN 0213504 BLOCK 11 LOT 124","394922","99000.00000000"
"BP000074","BUILDING - RESIDENTIAL","MINOR","COMPLETED","4/19/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/27/2005 12:00:00 AM","11/29/2006 12:00:00 AM","4035603680001","UPLANDS","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","78.04000000","","368","LYNX CRES N","368 LYNX CRES N","0412162","19","79","PLAN 0412162 BLOCK 19 LOT 79","406514","17000.00000000"
"BP000075","BUILDING - COMMERCIAL","RENO","COMPLETED","4/19/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","3/12/2007 12:00:00 AM","1106003090001","DOWNTOWN","520","OFFICE BLDG","99","USER ENTERED","","","130.34000000","","309","6 ST S","309 6 ST S","4353S","33","1,2","PLAN 4353S BLOCK 33 THAT PORTION OF THE SOUTH 34.5 FEET THROUGHOUT OF LOTS 1 AND 2 WHICH LIES TO THE WEST OF THE EAST 5 FEET THEREOF","316263","32000.00000000"
"BP000076","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/19/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/27/2005 12:00:00 AM","10/31/2005 12:00:00 AM","2084300030001","RIVERSTONE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","96.34000000","","3","RIVERSIDE BAY W","3 RIVERSIDE BAY W","0410575","15","16","PLAN 0410575 BLOCK 15 LOT 16","404757","109000.00000000"
"BP000077","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/19/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/27/2005 12:00:00 AM","6/16/2005 12:00:00 AM","4242010130001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","35.67000000","","1013","42 AVE N","1013 42 AVE N","731223","1","9","PLAN HARDIEVILLE 731223 BLOCK ONE (1) LOT NINE (9) EXCEPTING THEREOUT THAT PORTION LYING WEST OF A LINE DRAWN FROM A POINT ON THE SOUTH BOUNDARY DISTANT TWENTY (20) FEET EASTERLY FROM THE SOUTH WEST CORNER OF SAID LOT TO A POINT ON THE NORTHERLY BOUN","238493","8000.00000000"
"BP000078","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","4/19/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/5/2006 12:00:00 AM","2007001380001","INDIAN BATTLE HEIGHTS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","58.99000000","","138","BLACKFOOT CRT W","138 BLACKFOOT CRT W","0212366","16","55","PLAN 0212366 BLOCK 16 LOT 55","394075","10000.00000000"
"BP000079","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/19/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/27/2005 12:00:00 AM","8/24/2006 12:00:00 AM","2083700420001","RIVERSTONE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","129.32000000","","42","RIVERMONT CRES W","42 RIVERMONT CRES W","0410046","8","58","PLAN 0410046 BLOCK 8 LOT 58","403910","124000.00000000"
"BP000080","BUILDING - RESIDENTIAL","ADDITION","COMPLETED","4/19/2005 12:00:00 AM","5/2/2005 12:00:00 AM","5/2/2005 12:00:00 AM","2/3/2006 12:00:00 AM","1228029200326","WEST MAYOR MAGRATH DR","130","MANUF./MOBILE HOME","02","ADDITION TO EXISTING","","","0.00000000","","2903","33A AVE S","2903 33A AVE S","","","","","431077","15000.00000000"
"BP000081","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","4/19/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/6/2006 12:00:00 AM","4041000810001","PARK MEADOWS","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","0.00000000","","81","MEADOWLARK BLVD N","81 MEADOWLARK BLVD N","7410532","24","20","PLAN 7410532 BLOCK 24 LOT 20","215974","9600.00000000"
"BP000082","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/19/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/27/2005 12:00:00 AM","10/19/2005 12:00:00 AM","4241012070001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","0.00000000","","1207","41 AVE N","1207 41 AVE N","6489Y","1","9","PLAN 6489Y  BLOCK 1  LOT 9","208771","12000.00000000"
"BP000083","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","4/19/2005 12:00:00 AM","4/27/2005 12:00:00 AM","4/27/2005 12:00:00 AM","2/3/2006 12:00:00 AM","1208112560001","LONDON ROAD","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","0.00000000","","1256","8A AVE S","1256 8A AVE S","5728S","9","31-33","PLAN 5728S BLOCK 9 LOTS 31, 32 AND 33 EXCEPTING OUT OF THE SAID LOT 31 THE WEST 17 FEET AND OUT OF THE SAID LOT 33 THE EAST 16 FEET","308164","14000.00000000"
"BP000084","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/19/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","9/21/2005 12:00:00 AM","1052201400001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","0.00000000","","140","COULEECREEK LANE S","140 COULEECREEK LANE S","0510094","15","10","PLAN 0510094 BLOCK 15 LOT 10","411169","102103.00000000"
"BP000085","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/19/2005 12:00:00 AM","5/4/2005 12:00:00 AM","5/4/2005 12:00:00 AM","2/3/2006 12:00:00 AM","1084500470001","FAIRMONT","110","SINGLE HOUSE","02","ADDITION TO EXISTING","","","11.95000000","","47","FAIRMONT PARK LANE S","47 FAIRMONT PARK LANE S","9610093","7","12","PLAN 9610093 BLOCK 7 LOT 12","363758","7330.00000000"
"BP000086","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/20/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","6/23/2005 12:00:00 AM","4035605350001","UPLANDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","535","LYNX CRES N","535 LYNX CRES N","0412170","21","32","PLAN 0412170 BLOCK 21 LOT 32","407060","2000.00000000"
"BP000087","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/20/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","2/3/2006 12:00:00 AM","1120009470001","VICTORIA PARK","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","947","20 ST S","947 20 ST S","2697GE","3","19","PLAN 2697GE BLOCK 3 LOT 19","327274","13000.00000000"
"BP000088","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/20/2005 12:00:00 AM","5/2/2005 12:00:00 AM","5/2/2005 12:00:00 AM","2/2/2006 12:00:00 AM","4035604320001","UPLANDS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","101.45000000","","432","LYNX CRES N","432 LYNX CRES N","0412170","19","95","PLAN 0412170 BLOCK 19 LOT 95","406829","82182.00000000"
"BP000089","BUILDING - RESIDENTIAL","ADDITION","COMPLETED","4/20/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","5/18/2005 12:00:00 AM","1113009440001","FLEETWOOD","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","0.00000000","","944","13 ST S","944 13 ST S","6283S","26","21-23","PLAN LETHBRIDGE 6283S BLOCK TWENTY SIX (26) LOTS TWENTY TWO (22) AND TWENTY THREE (23) AND THE SOUTHERLY FOUR (4) FEET OF LOT TWENTY ONE (21)","258632","10000.00000000"
"BP000090","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/21/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","8/29/2005 12:00:00 AM","2085100470001","RIVERSTONE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","98.48000000","","47","RIVERWOOD MANOR W","47 RIVERWOOD MANOR W","0214169","9","12","PLAN 0214169 BLOCK 9 LOT 12","396735","17000.00000000"
"BP000091","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/21/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","12/2/2005 12:00:00 AM","2010200200001","PARADISE CANYON","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","134.52000000","","20","CANYONCREST PT W","20 CANYONCREST PT W","0312931","2","8","PLAN 0312931 BLOCK 2 LOT 8","402629","128000.00000000"
"BP000092","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","4/21/2005 12:00:00 AM","5/12/2005 12:00:00 AM","5/12/2005 12:00:00 AM","5/16/2005 12:00:00 AM","1032010420001","LAKEVIEW","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","0.00000000","","1042","LAKEVIEW DR S","1042 LAKEVIEW DR S","6581HV","11","14","PLAN 6581HV BLOCK 11 LOT 14","263868","10000.00000000"
"BP000093","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/21/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","9/13/2006 12:00:00 AM","2009200200001","PARADISE CANYON","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","103.22000000","","20","CANYON BLVD W","20 CANYON BLVD W","0012470","10","15","PLAN 0012470 BLOCK 10 LOT 15","382952","19000.00000000"
"BP000094","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/21/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","7/7/2005 12:00:00 AM","2022000720001","VARSITY VILLAGE","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","53.51000000","","72","ETON RD W","72 ETON RD W","7710882","29","2","PLAN 7710882 BLOCK 29 LOT 2","267340","12000.00000000"
"BP000095","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/21/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/6/2006 12:00:00 AM","1119022270001","AGNES DAVIDSON","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","0.00000000","","2227","19 ST S","2227 19 ST S","6213JK","1","18","PLAN 6213JK BLOCK 1 LOT 18","303691","17000.00000000"
"BP000096","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/21/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/5/2006 12:00:00 AM","2026900070001","HERITAGE HEIGHTS","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","0.00000000","","7","HERITAGE LANE W","7 HERITAGE LANE W","0111274","8","56","PLAN 0111274 BLOCK 8 LOT 56","386137","6000.00000000"
"BP000097","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/21/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","7/18/2005 12:00:00 AM","4035604170001","UPLANDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","71.16000000","","417","LYNX CRES N","417 LYNX CRES N","0412162","21","12","PLAN 0412162 BLOCK 21 LOT 12","406696","12256.00000000"
"BP000098","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/21/2005 12:00:00 AM","5/7/2005 12:00:00 AM","5/7/2005 12:00:00 AM","8/25/2005 12:00:00 AM","4035604200001","UPLANDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","420","LYNX CRES N","420 LYNX CRES N","0412162","19","92","PLAN 0412162 BLOCK 19 LOT 92","406605","2000.00000000"
"BP000099","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/21/2005 12:00:00 AM","5/2/2005 12:00:00 AM","5/2/2005 12:00:00 AM","10/4/2005 12:00:00 AM","1083901000001","FAIRMONT","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","95.04000000","","100","FAIRMONT RD S","100 FAIRMONT RD S","0413932","1","3","PLAN 0413932 BLOCK 1 LOT 3","408418","100018.00000000"
"BP000100","BUILDING - RESIDENTIAL","ADDITION","COMPLETED","4/22/2005 12:00:00 AM","4/28/2005 12:00:00 AM","4/28/2005 12:00:00 AM","10/26/2005 12:00:00 AM","1131112520001","LAKEVIEW","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","0.00000000","","1252","31A ST S","1252 31A ST S","6581HV","15","14","PLAN 6581HV BLOCK 15 LOT 14","300163","12000.00000000"
"BP000101","BUILDING - RESIDENTIAL","ADDITION","COMPLETED","4/22/2005 12:00:00 AM","5/2/2005 12:00:00 AM","5/2/2005 12:00:00 AM","5/12/2006 12:00:00 AM","4058012200001","ST EDWARDS","110","SINGLE HOUSE","02","ADDITION TO EXISTING","","","18.77000000","","1220","ST CATHERINE RD N","1220 ST CATHERINE RD N","5870JK","3","30","PLAN 5870JK BLOCK 3 LOT 30","248188","15000.00000000"
"BP000102","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","11/30/2005 12:00:00 AM","1083901500022","FAIRMONT","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","","","97.64000000","14","150","FAIRMONT RD S","14-150 FAIRMONT RD S","0511015","","22","PLAN 0511015 LOT 22","413115","86000.00000000"
"BP000103","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","4/18/2006 12:00:00 AM","1083901500021","FAIRMONT","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","","","97.64000000","12","150","FAIRMONT RD S","12-150 FAIRMONT RD S","0511015","","21","PLAN 0511015 LOT 21","413108","86000.00000000"
"BP000104","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","2/14/2007 12:00:00 AM","2084300230001","RIVERSTONE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","23","RIVERSIDE BAY W","23 RIVERSIDE BAY W","0410575","15","11","PLAN 0410575 BLOCK 15 LOT 11","404855","3920.00000000"
"BP000105","BUILDING - COMMERCIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","1/5/2006 12:00:00 AM","1083901500025","FAIRMONT","330","ROW HOUSE","01","NEW CONSTRUCTION","","","97.64000000","20","150","FAIRMONT RD S","20-150 FAIRMONT RD S","0511015","","25","PLAN 0511015 LOT 25","413136","86000.00000000"
"BP000106","BUILDING - COMMERCIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","1/10/2006 12:00:00 AM","1083901500024","FAIRMONT","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","92.90000000","18","150","FAIRMONT RD S","18-150 FAIRMONT RD S","0511015","","24","CONDOMINIUM PLAN 0511015 UNIT 24","413129","87000.00000000"
"BP000107","BUILDING - COMMERCIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","4/18/2006 12:00:00 AM","1083901500023","FAIRMONT","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","97.64000000","16","150","FAIRMONT RD S","16-150 FAIRMONT RD S","0511015","","23","PLAN 0511015 LOT 23","413122","86000.00000000"
"BP000108","BUILDING - COMMERCIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","2/3/2006 12:00:00 AM","1083901500018","FAIRMONT","330","ROW HOUSE","01","NEW CONSTRUCTION","","","97.64000000","6","150","FAIRMONT RD S","6-150 FAIRMONT RD S","0511015","","18","PLAN 0511015 LOT 18","413087","86000.00000000"
"BP000109","BUILDING - COMMERCIAL","ADDITION","CANCELLED","4/22/2005 12:00:00 AM","9/28/2005 12:00:00 AM","9/28/2005 12:00:00 AM","9/28/2005 12:00:00 AM","1202009070001","UPPER EASTSIDE","572","SERVICE,REPAIR GARAGE","02","ADDITION TO EXISTING","","","0.00000000","","907","2 AVE S","907 2 AVE S","0512698","10","23","PLAN 0512698 BLOCK 10 LOT 23
.89ACRES","415124","575000.00000000"
"BP000110","BUILDING - COMMERCIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","11/22/2005 12:00:00 AM","1083901500019","FAIRMONT","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","92.90000000","8","150","FAIRMONT RD S","8-150 FAIRMONT RD S","0511015","","19","CONDOMINIUM PLAN 0511015 UNIT 19","413094","87000.00000000"
"BP000111","BUILDING - COMMERCIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","4/12/2006 12:00:00 AM","1083901500020","FAIRMONT","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","97.64000000","10","150","FAIRMONT RD S","10-150 FAIRMONT RD S","0511015","","20","PLAN 0511015 LOT 20","413101","86000.00000000"
"BP000112","BUILDING - COMMERCIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","2/21/2006 12:00:00 AM","1083901500028","FAIRMONT","330","ROW HOUSE","01","NEW CONSTRUCTION","","","97.64000000","26","150","FAIRMONT RD S","26-150 FAIRMONT RD S","0511015","","28","PLAN 0511015 LOT 28","413157","86000.00000000"
"BP000113","BUILDING - COMMERCIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","2/21/2006 12:00:00 AM","1083901500026","FAIRMONT","330","ROW HOUSE","01","NEW CONSTRUCTION","","","97.64000000","22","150","FAIRMONT RD S","22-150 FAIRMONT RD S","0511015","","26","PLAN 0511015 LOT 26","413143","86000.00000000"
"BP000114","BUILDING - COMMERCIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","2/28/2006 12:00:00 AM","1083901500027","FAIRMONT","330","ROW HOUSE","01","NEW CONSTRUCTION","","","92.90000000","24","150","FAIRMONT RD S","24-150 FAIRMONT RD S","0511015","","27","CONDOMINIUM PLAN 0511015 UNIT 27","413150","87000.00000000"
"BP000115","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/5/2005 12:00:00 AM","2009210300001","PARADISE CANYON","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1030","CANYON BLVD W","1030 CANYON BLVD W","0111806","4","4","PLAN 0111806 BLOCK 4 LOT 4","386396","14000.00000000"
"BP000116","BUILDING - COMMERCIAL","RENO","CANCELLED","4/22/2005 12:00:00 AM","4/25/2005 12:00:00 AM","4/25/2005 12:00:00 AM","4/25/2005 12:00:00 AM","1040011110001","LAKEVIEW","522","OFFICE COMPLEX","03","ALTERATIONS/IMPROVEMENTS","","","74.69000000","","1111","MAYOR MAGRATH DR S","1111 MAYOR MAGRATH DR S","9710912","2","38","PLAN 9710912 BLOCK 2 LOT 38 & PLAN 88GQ BLOCK 2 LOTS 8/10 AND THE MOST NORTHERLY 2.7 FT OF LOT 11","368812","102000.00000000"
"BP000117","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/3/2005 12:00:00 AM","5/3/2005 12:00:00 AM","11/24/2005 12:00:00 AM","1083900070001","FAIRMONT","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","111.86000000","","7","FAIRMONT RD S","7 FAIRMONT RD S","0413932","2","26","PLAN 0413932 BLOCK 2 LOT 26","408733","106440.00000000"
"BP000118","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/4/2005 12:00:00 AM","5/4/2005 12:00:00 AM","2/16/2006 12:00:00 AM","2002501560001","WEST HIGHLANDS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","110.46000000","","156","ABERDEEN RD W","156 ABERDEEN RD W","0414578","8","51","PLAN 0414578 BLOCK 8 LOT 51","409741","129000.00000000"
"BP000119","BUILDING - RESIDENTIAL","NEW","COMPLETED","4/22/2005 12:00:00 AM","5/5/2005 12:00:00 AM","5/5/2005 12:00:00 AM","7/11/2007 12:00:00 AM","1014005090001","GLENDALE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","","","117.06000000","","509","DIEPPE BLVD S","509 DIEPPE BLVD S","9913463","1","40","PLAN 9913463 BLOCK 1 LOT 40","378829","113000.00000000"
"BP000120","BUILDING - COMMERCIAL","RENO","COMPLETED","4/25/2005 12:00:00 AM","5/19/2005 12:00:00 AM","5/19/2005 12:00:00 AM","6/17/2005 12:00:00 AM","1040011110001","LAKEVIEW","522","OFFICE COMPLEX","03","ALTERATIONS/IMPROVEMENTS","","","74.69000000","","1111","MAYOR MAGRATH DR S","1111 MAYOR MAGRATH DR S","9710912","2","38","PLAN 9710912 BLOCK 2 LOT 38 & PLAN 88GQ BLOCK 2 LOTS 8/10 AND THE MOST NORTHERLY 2.7 FT OF LOT 11","368812","102000.00000000"
