"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","DECISIONDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","UNITSCREATED"
"DEV00433","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","7/28/2008 12:00:00 AM","8/8/2008 12:00:00 AM","8/8/2008 12:00:00 AM","8/8/2008 12:00:00 AM","1105003030012","DOWNTOWN","","311","5 ST S","311 5 ST S","0410288","","12","CONDOMINIUM PLAN 0410288 UNIT 12","404463",""
"DEV00434","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","7/28/2008 12:00:00 AM","7/29/2008 12:00:00 AM","7/29/2008 12:00:00 AM","7/29/2008 12:00:00 AM","2026301900001","HERITAGE HEIGHTS","","190","HERITAGE CLOSE W","190 HERITAGE CLOSE W","9011100","1","57","PLAN 9011100 BLOCK 1 LOT 57","225291",""
"DEV00435","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","7/28/2008 12:00:00 AM","7/29/2008 12:00:00 AM","7/29/2008 12:00:00 AM","7/29/2008 12:00:00 AM","4063015360001","ST EDWARDS","","1536","ST FRANCIS RD N","1536 ST FRANCIS RD N","7710767","3","27","PLAN 7710767 BLOCK 3 LOT 27","266997",""
"DEV00436","TYPE B/C HOME OCCUPATIONS","NEW","COMPLETED","7/28/2008 12:00:00 AM","8/11/2008 12:00:00 AM","8/11/2008 12:00:00 AM","8/11/2008 12:00:00 AM","","REDWOOD","3","3412","SPRUCE DR S","3-3412 SPRUCE DR S","","","","","445687",""
"DEV00437","SDD & 2 UNIT DWELLINGS","SD-ADD","COMPLETED","7/28/2008 12:00:00 AM","7/28/2008 12:00:00 AM","7/28/2008 12:00:00 AM","7/28/2008 12:00:00 AM","2026800400001","HERITAGE HEIGHTS","","40","HERITAGE PT W","40 HERITAGE PT W","9412055","10","8","PLAN 9412055 BLOCK 10 LOT 8","359992",""
"DEV00438","SDD & 2 UNIT DWELLINGS","SD-NEW","COMPLETED","7/28/2008 12:00:00 AM","7/31/2008 12:00:00 AM","7/31/2008 12:00:00 AM","7/31/2008 12:00:00 AM","1053604170001","SOUTHGATE","","417","COULEESPRINGS RD S","417 COULEESPRINGS RD S","0712741","19","7","PLAN 0712741 BLOCK 19 LOT 7","452397",""
"DEV00439","TYPE B/C HOME OCCUPATIONS","NEW","COMPLETED","7/29/2008 12:00:00 AM","8/11/2008 12:00:00 AM","8/11/2008 12:00:00 AM","8/11/2008 12:00:00 AM","4220014100001","WINSTON CHURCHILL","","1410","20 AVE N","1410 20 AVE N","7510919","7","22","PLAN 7510919 BLOCK 7 LOT 22","217906",""
"DEV00440","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","7/29/2008 12:00:00 AM","8/8/2008 12:00:00 AM","8/8/2008 12:00:00 AM","8/8/2008 12:00:00 AM","","CHURCHILL INDUSTRIAL PARK","B","1232","31 ST N","B-1232 31 ST N","","","","","454897",""
"DEV00441","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","7/29/2008 12:00:00 AM","7/29/2008 12:00:00 AM","7/29/2008 12:00:00 AM","7/29/2008 12:00:00 AM","1206033270001","GLENDALE","","3327","6 AVE S","3327 6 AVE S","3529AA","22","24-26","PLAN 3529AA BLOCK 22 LOTS 24 TO 26 INCLUSIVE","322997",""
"DEV00442","SIGNS","NEW","COMPLETED","7/29/2008 12:00:00 AM","8/8/2008 12:00:00 AM","9/10/2008 12:00:00 AM","9/10/2008 12:00:00 AM","1107005190001","DOWNTOWN","","519","7 ST S","519 7 ST S","4353S","56","42,43","PLAN 4353S  BLOCK 56  LOTS 42 AND 43
","315080",""
"DEV00443","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","7/30/2008 12:00:00 AM","7/31/2008 12:00:00 AM","7/31/2008 12:00:00 AM","7/31/2008 12:00:00 AM","1209009150001","LONDON ROAD","","915","9 AVE S","915 9 AVE S","5728S","13","7-9","PLAN 5728S BLOCK 13 LOTS 7 AND 8 AND THE WEST HALF OF LOT 9","307891",""
"DEV00444","COM/DC/IND/MF/PB/UR/V","IND-NEW","COMPLETED","7/30/2008 12:00:00 AM","9/8/2008 12:00:00 AM","9/8/2008 12:00:00 AM","9/8/2008 12:00:00 AM","4134031740001","SHERRING INDUSTRIAL PARK","","3174","34 ST N","3174 34 ST N","0715925","10","10","PLAN 0715925 BLOCK 10 LOT 10","454052",""
"DEV00445","SDD & 2 UNIT DWELLINGS","SD-ADD","COMPLETED","7/31/2008 12:00:00 AM","7/31/2008 12:00:00 AM","7/31/2008 12:00:00 AM","7/31/2008 12:00:00 AM","4113023000081","ST EDWARDS","81","2300","13 ST N","81-2300 13 ST N","","","","","433660",""
"DEV00446","TYPE B/C HOME OCCUPATIONS","NEW","COMPLETED","7/31/2008 12:00:00 AM","8/12/2008 12:00:00 AM","8/12/2008 12:00:00 AM","8/12/2008 12:00:00 AM","2026300580001","HERITAGE HEIGHTS","","58","HERITAGE CLOSE W","58 HERITAGE CLOSE W","9011100","1","25","PLAN 9011100 BLOCK 1 LOT 25","225067",""
"DEV00447","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","7/31/2008 12:00:00 AM","8/11/2008 12:00:00 AM","8/11/2008 12:00:00 AM","8/11/2008 12:00:00 AM","1206031020001","HENDERSON LAKE","","3102","6 AVE S","3102 6 AVE S","3737FW","3","1","PLAN 3737FW BLOCK 3 LOT 1","272457",""
"DEV00448","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/1/2008 12:00:00 AM","8/1/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","4059012400001","ST EDWARDS","","1240","ST CHARLES RD N","1240 ST CHARLES RD N","1094LK","4","5","PLAN 1094LK BLOCK 4 LOT 5","337893",""
"DEV00449","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","8/1/2008 12:00:00 AM","8/22/2008 12:00:00 AM","8/22/2008 12:00:00 AM","8/22/2008 12:00:00 AM","","SHACKLEFORD INDUSTRIAL PARK","2","2900","7 AVE N","2-2900 7 AVE N","","","","","464486",""
"DEV00450","SIGNS","NEW","COMPLETED","8/1/2008 12:00:00 AM","9/4/2008 12:00:00 AM","9/4/2008 12:00:00 AM","9/4/2008 12:00:00 AM","1203012560001","UPPER EASTSIDE","","1256","3 AVE S","1256 3 AVE S","4353S","H","10","PLAN 4353S  BLOCK H  THE EASTERLY HALF OF THE WESTERLY HALF OF LOT TEN (10) EXCEPTING THEREOUT THE SOUTHERLY TEN (10) FEET THROUGHOUT 
","228399",""
"DEV00451","SIGNS","NEW","CANCELLED","8/1/2008 12:00:00 AM","","","9/25/2008 12:00:00 AM","1201005010001","DOWNTOWN","","501","1 AVE S","501 1 AVE S","8911701","4","","PLAN 8911701 BLOCK 4","209779",""
"DEV00452","SIGNS","NEW","COMPLETED","8/1/2008 12:00:00 AM","8/12/2008 12:00:00 AM","8/12/2008 12:00:00 AM","8/12/2008 12:00:00 AM","4136009350001","CHURCHILL INDUSTRIAL PARK","","935","36 ST N","935 36 ST N","8111441","18","7","PLAN 8111441 BLOCK 18 THE NORTHERLY 39.62 METRES IN PERPENDICULAR WIDTH THROUGHOUT OF LOT 7 CONTAINING 0.595 HECTARES (1.47 ACRES) MORE OR LESS","370387",""
"DEV00453","COM/DC/IND/MF/PB/UR/V","IND-CH USE","COMPLETED","8/1/2008 12:00:00 AM","8/8/2008 12:00:00 AM","9/4/2008 12:00:00 AM","9/4/2008 12:00:00 AM","4202026200001","ANDERSON INDUSTRIAL PARK","","2620","2 AVE N","2620 2 AVE N","8266JK","J","","PLAN 8266JK BLOCK J","220489",""
"DEV00454","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/5/2008 12:00:00 AM","8/5/2008 12:00:00 AM","8/5/2008 12:00:00 AM","8/5/2008 12:00:00 AM","2002500530001","WEST HIGHLANDS","","53","ABERDEEN RD W","53 ABERDEEN RD W","0410681","7","44","PLAN 0410681 BLOCK 7 LOT 44","405002",""
"DEV00455","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/6/2008 12:00:00 AM","8/6/2008 12:00:00 AM","8/6/2008 12:00:00 AM","8/6/2008 12:00:00 AM","1113008150001","VICTORIA PARK","","815","13 ST S","815 13 ST S","961AA","","11,12","PLAN 961AA LOTS 11 AND 12","339622",""
"DEV00456","TYPE B/C HOME OCCUPATIONS","NEW","COMPLETED","8/6/2008 12:00:00 AM","8/7/2008 12:00:00 AM","8/19/2008 12:00:00 AM","8/19/2008 12:00:00 AM","1107109380001","FLEETWOOD","","938","7A ST S","938 7A ST S","6283S","18","18,19","PLAN 6283S BLOCK 18 THE EAST HALVES OF LOTS 18 AND 19","302445",""
"DEV00457","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/6/2008 12:00:00 AM","8/7/2008 12:00:00 AM","8/7/2008 12:00:00 AM","8/7/2008 12:00:00 AM","2052001370001","VARSITY VILLAGE","","137","PENSACOLA CRT W","137 PENSACOLA CRT W","7710705","37","23","PLAN 7710705 BLOCK 37 LOT 23","267970",""
"DEV00458","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/6/2008 12:00:00 AM","8/7/2008 12:00:00 AM","8/7/2008 12:00:00 AM","8/7/2008 12:00:00 AM","4086103840001","LEGACY RIDGE / HARDIEVILLE","","384","THYRZA BURKITT LINK N","384 THYRZA BURKITT LINK N","0612533","4","31","PLAN 0612533 BLOCK 4 LOT 31","422432",""
"DEV00459","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","8/6/2008 12:00:00 AM","8/8/2008 12:00:00 AM","8/8/2008 12:00:00 AM","8/8/2008 12:00:00 AM","4207029370001","SHACKLEFORD INDUSTRIAL PARK","","2937","7 AVE N","2937 7 AVE N","731701","3","5","PLAN 731701 BLOCK 3 LOT 5","232858",""
"DEV00460","SIGNS","NEW","COMPLETED","8/7/2008 12:00:00 AM","8/15/2008 12:00:00 AM","8/15/2008 12:00:00 AM","8/15/2008 12:00:00 AM","1202012391001","UPPER EASTSIDE","","1239","2 AVE S","1239 2 AVE S","1610595","","CS","PLAN 1610595  BLOCK   LOT CS","465885",""
"DEV00461","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/7/2008 12:00:00 AM","8/7/2008 12:00:00 AM","9/4/2008 12:00:00 AM","9/4/2008 12:00:00 AM","2006103140001","INDIAN BATTLE HEIGHTS","","314","ASSINIBOIA PL W","314 ASSINIBOIA PL W","9210228","2","22","PLAN 9210228 BLOCK 2 LOT 22","351963",""
"DEV00462","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/7/2008 12:00:00 AM","8/8/2008 12:00:00 AM","9/4/2008 12:00:00 AM","9/4/2008 12:00:00 AM","2028002240001","INDIAN BATTLE HEIGHTS","","224","JERRY POTTS BLVD W","224 JERRY POTTS BLVD W","8210884","4","9","PLAN 8210884 BLOCK 4 LOT 9","235378",""
"DEV00463","SIGNS","NEW","COMPLETED","8/8/2008 12:00:00 AM","8/11/2008 12:00:00 AM","8/11/2008 12:00:00 AM","9/10/2008 12:00:00 AM","1201005010001","DOWNTOWN","","501","1 AVE S","501 1 AVE S","8911701","4","","PLAN 8911701 BLOCK 4","209779",""
"DEV00464","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/8/2008 12:00:00 AM","8/8/2008 12:00:00 AM","8/8/2008 12:00:00 AM","8/8/2008 12:00:00 AM","1108009060001","FLEETWOOD","","906","8 ST S","906 8 ST S","6283S","19","2","PLAN 6283S BLOCK 19 LOT 2","302312",""
"DEV00465","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/11/2008 12:00:00 AM","8/11/2008 12:00:00 AM","8/11/2008 12:00:00 AM","8/11/2008 12:00:00 AM","2064201570001","WEST HIGHLANDS","","157","TARTAN CIR W","157 TARTAN CIR W","0612681","9","6","PLAN 0612681 BLOCK 9 LOT 6","423671",""
"DEV00466","COM/DC/IND/MF/PB/UR/V","IND-NEW","COMPLETED","8/11/2008 12:00:00 AM","9/25/2008 12:00:00 AM","9/25/2008 12:00:00 AM","9/26/2008 12:00:00 AM","4022036750001","SHERRING INDUSTRIAL PARK","","3675","GIFFEN RD N","3675 GIFFEN RD N","0614811","2","4","PLAN 0614811 BLOCK 2 LOT 4","452471",""
"DEV00467","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","8/12/2008 12:00:00 AM","8/22/2008 12:00:00 AM","8/22/2008 12:00:00 AM","8/22/2008 12:00:00 AM","","SENATOR BUCHANAN","","1249","2A AVE N","1249 2A AVE N","","","","","454688",""
"DEV00468","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/13/2008 12:00:00 AM","8/13/2008 12:00:00 AM","8/13/2008 12:00:00 AM","8/13/2008 12:00:00 AM","1116005150001","VICTORIA PARK","","515","16 ST S","515 16 ST S","4353S","119","44,45","PLAN 4353S BLOCK 119 LOTS 44 AND 45","314387",""
"DEV00469","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/13/2008 12:00:00 AM","8/13/2008 12:00:00 AM","8/13/2008 12:00:00 AM","8/13/2008 12:00:00 AM","1117016060001","AGNES DAVIDSON","","1606","17 ST S","1606 17 ST S","4135HG","4","10","PLAN 4135HG BLOCK 4 LOT 10","319721",""
"DEV00470","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/13/2008 12:00:00 AM","8/13/2008 12:00:00 AM","9/4/2008 12:00:00 AM","9/4/2008 12:00:00 AM","2007000410001","INDIAN BATTLE HEIGHTS","","41","BLACKFOOT CRT W","41 BLACKFOOT CRT W","0212366","17","2","PLAN 0212366 BLOCK 17 LOT 2","393858",""
"DEV00471","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/13/2008 12:00:00 AM","8/13/2008 12:00:00 AM","8/13/2008 12:00:00 AM","8/13/2008 12:00:00 AM","1206017060001","VICTORIA PARK","","1706","6 AVE S","1706 6 AVE S","4353S","127","3,4","PLAN 4353S BLOCK 127 LOTS 3 AND 4","255797",""
"DEV00472","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","9/23/2008 12:00:00 AM","10/7/2008 12:00:00 AM","10/7/2008 12:00:00 AM","10/7/2008 12:00:00 AM","4113007360001","SENATOR BUCHANAN","","736","13 ST N","736 13 ST N","406R","162","5,6","PLAN 406R BLOCK 162 THOSE PORTIONS OF LOT 5 AND THE NORTH HALF OF LOT 6 WHICH LIE TO THE WEST OF THE EASTERLY 7 FEET OF THE SAID LOTS","344725",""
"DEV00473","SIGNS","NEW","COMPLETED","8/14/2008 12:00:00 AM","8/18/2008 12:00:00 AM","8/18/2008 12:00:00 AM","8/18/2008 12:00:00 AM","4202112400002","","2","1240","2A AVE N","2-1240 2A AVE N","0310880","1","4","PLAN 0310880 BLOCK 1 LOT 4","435123",""
"DEV00474","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/14/2008 12:00:00 AM","9/4/2008 12:00:00 AM","9/4/2008 12:00:00 AM","9/4/2008 12:00:00 AM","4027203840001","UPLANDS","","384","GRIZZLY CRES N","384 GRIZZLY CRES N","0610714","17","16","PLAN 0610714 BLOCK 17 LOT 16","420262",""
"DEV00475","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","8/14/2008 12:00:00 AM","8/25/2008 12:00:00 AM","8/25/2008 12:00:00 AM","1/13/2009 12:00:00 AM","1204008171001","DOWNTOWN","","817","4 AVE S","817 4 AVE S","2111096","35","39","DESCRIPTIVE PLAN 2111096 BLOCK 35 LOT 39","476007",""
"DEV00476","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/14/2008 12:00:00 AM","8/18/2008 12:00:00 AM","8/18/2008 12:00:00 AM","8/18/2008 12:00:00 AM","1109009580001","FLEETWOOD","","958","9 ST S","958 9 ST S","6283S","20","27-29","PLAN LETHBRIDGE 6283S BLOCK TWENTY (20) THAT PORTION OF LOT TWENTY SEVEN (27) WHICH LIES SOUTH OF THE NORTHERLY TWENTY (20) FEET THEREOF, ALL OF LOT TWENTY EIGHT (28) AND THE NORTHERLY TWELVE AND FIVE TENTHS (12.5) FEET OF LOT TWENTY NINE (29)","238059",""
"DEV00477","COM/DC/IND/MF/PB/UR/V","COM-ADD","COMPLETED","8/15/2008 12:00:00 AM","8/18/2008 12:00:00 AM","9/9/2008 12:00:00 AM","9/9/2008 12:00:00 AM","4139022150001","CHURCHILL INDUSTRIAL PARK","","2215","39 ST N","2215 39 ST N","7710884","5A","3","PLAN 7710884 BLOCK 5A LOT 3","267130",""
"DEV00478","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/15/2008 12:00:00 AM","8/18/2008 12:00:00 AM","8/18/2008 12:00:00 AM","8/18/2008 12:00:00 AM","1119007210001","VICTORIA PARK","","721","19 ST S","721 19 ST S","1330GA","2","3","PLAN 1330GA BLOCK 2 LOT 3","314884",""
"DEV00479","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","8/18/2008 12:00:00 AM","8/25/2008 12:00:00 AM","8/25/2008 12:00:00 AM","8/25/2008 12:00:00 AM","1202003120001","DOWNTOWN","","312","2 AVE S","312 2 AVE S","4353S","19","6/7","PLAN 4353S  BLOCK 19  LOTS 6  AND 7","315836",""
"DEV00480","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/18/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","2060202040001","COPPERWOOD","","204","SILKSTONE BAY W","204 SILKSTONE BAY W","0613397","6","15","PLAN 0613397 BLOCK 6 LOT 15","424203",""
"DEV00481","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","8/18/2008 12:00:00 AM","9/8/2008 12:00:00 AM","9/8/2008 12:00:00 AM","9/8/2008 12:00:00 AM","4113003180001","SENATOR BUCHANAN","","318","13 ST N","318 13 ST N","406R","146","9","PLAN 406R BLOCK 146 LOT 9","226649",""
"DEV00482","SIGNS","NEW","COMPLETED","8/18/2008 12:00:00 AM","8/21/2008 12:00:00 AM","8/21/2008 12:00:00 AM","8/21/2008 12:00:00 AM","","SOUTHGATE","70","3709","MAYOR MAGRATH DR S","70-3709 MAYOR MAGRATH DR S","","","","","457762",""
"DEV00483","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/18/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","4076801590001","LEGACY RIDGE / HARDIEVILLE","","159","JESSIE ROBINSON CLOSE N","159 JESSIE ROBINSON CLOSE N","0414585","2","29","PLAN 0414585 BLOCK 2 LOT 29","410511",""
"DEV00484","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/19/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","2022502300001","COPPERWOOD","","230","FIRELIGHT CRES W","230 FIRELIGHT CRES W","0714402","12","22","PLAN 0714402 BLOCK 12 LOT 22","453312",""
"DEV00485","COM/DC/IND/MF/PB/UR/V","MF-NEW","COMPLETED","8/19/2008 12:00:00 AM","9/10/2008 12:00:00 AM","10/1/2008 12:00:00 AM","10/1/2008 12:00:00 AM","4078003350001","LEGACY RIDGE / HARDIEVILLE","","335","LETTICE PERRY RD N","335 LETTICE PERRY RD N","0712105","10","1","PLAN 0712105 BLOCK 10 LOT 1","452795",""
"DEV00486","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/19/2008 12:00:00 AM","9/8/2008 12:00:00 AM","9/8/2008 12:00:00 AM","9/8/2008 12:00:00 AM","4027203690001","UPLANDS","","369","GRIZZLY CRES N","369 GRIZZLY CRES N","0610714","18","56","PLAN 0610714 BLOCK 18 LOT 56","420339",""
"DEV00487","COM/DC/IND/MF/PB/UR/V","DC-CH USE","COMPLETED","8/19/2008 12:00:00 AM","8/22/2008 12:00:00 AM","8/22/2008 12:00:00 AM","8/22/2008 12:00:00 AM","2028001660001","INDIAN BATTLE HEIGHTS","","166","JERRY POTTS BLVD W","166 JERRY POTTS BLVD W","9512461","4","69","PLAN 9512461 BLOCK 4 LOT 69","362827",""
"DEV00488","SDD & 2 UNIT DWELLINGS","SD-NEW","COMPLETED","8/19/2008 12:00:00 AM","8/21/2008 12:00:00 AM","8/21/2008 12:00:00 AM","8/21/2008 12:00:00 AM","1047500570001","SOUTHRIDGE","","57","SANDSTONE RD S","57 SANDSTONE RD S","0511181","1","24","PLAN 0511181 BLOCK 1 LOT 24","413318",""
"DEV00489","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/19/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","2005500190001","INDIAN BATTLE HEIGHTS","","19","ALGONQUIN PL W","19 ALGONQUIN PL W","7910001","3","21","PLAN 7910001 BLOCK 3 LOT 21","261579",""
"DEV00490","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/19/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","1203026150001","GLENDALE","","2615","3 AVE S","2615 3 AVE S","3761GO","24","4","PLAN 3761GO BLOCK 24 LOT 4","321072",""
"DEV00491","COM/DC/IND/MF/PB/UR/V","COM-ADD","COMPLETED","8/20/2008 12:00:00 AM","12/12/2008 12:00:00 AM","12/12/2008 12:00:00 AM","12/12/2008 12:00:00 AM","1040017000001","AGNES DAVIDSON","","1700","MAYOR MAGRATH DR S","1700 MAYOR MAGRATH DR S","6553HH","","32","PLAN 6553 HH LOT 32 EXCEPTING THEREOUT THE STREET-WIDENING ON PLAN 2928 JK","226033",""
"DEV00492","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","8/20/2008 12:00:00 AM","4116020060001","WINSTON CHURCHILL","","2006","16 ST N","2006 16 ST N","7510919","8","19","PLAN 7510919 BLOCK 8 LOT 19","276951",""
"DEV00493","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/20/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","4119003300001","WESTMINSTER","","330","19 ST N","330 19 ST N","904C","","36","PLAN 904C LOT 36 ON THE WEST SIDE OF TORRENCE AVENUE","341512",""
"DEV00494","SDD & 2 UNIT DWELLINGS","SD-ADD","COMPLETED","8/21/2008 12:00:00 AM","9/24/2008 12:00:00 AM","9/24/2008 12:00:00 AM","9/24/2008 12:00:00 AM","1221024100001","AGNES DAVIDSON","","2410","21 AVE S","2410 21 AVE S","151JK","5","8","PLAN 151JK BLOCK 5 LOT 8","348302",""
"DEV00495","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/22/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","1107006230001","LONDON ROAD","","623","7 ST S","623 7 ST S","4353S","B","8","PLAN LETHBRIDGE 4353S BLOCK ""B"" THAT PORTION OF LOT EIGHT (8) DESCRIBED AS FOLLOWS COMMENCING AT A POINT ON THE NORTH BOUNDARY OF SAID LOT EIGHT (8) THIRTY THREE (33) FEET EAST FROM THE NORTH WEST CORNER THEREOF THENCE SOUTH PARALLEL WITH THE WEST BO","252052",""
"DEV00496","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/22/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","2005000050013","VARSITY VILLAGE","13","5","ACADIA RD W","13-5 ACADIA RD W","8911881","","4A","CONDOMINIUM PLAN 8911881 UNIT 4A","210045",""
"DEV00497","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","8/25/2008 12:00:00 AM","8/25/2008 12:00:00 AM","8/25/2008 12:00:00 AM","8/25/2008 12:00:00 AM","4120009060001","WINSTON CHURCHILL","","906","20 ST N","906 20 ST N","1357GY","13","5","PLAN 1357GY BLOCK 13 LOT 5","333987",""
"DEV00498","COM/DC/IND/MF/PB/UR/V","IND-CH USE","COMPLETED","8/25/2008 12:00:00 AM","8/27/2008 12:00:00 AM","8/27/2008 12:00:00 AM","8/27/2008 12:00:00 AM","4214036020001","CHURCHILL INDUSTRIAL PARK","","3602","14 AVE N","3602 14 AVE N","8111441","18","1","PLAN 8111441 BLOCK 18 LOT 1","241461",""
"DEV00499","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/25/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","2082000320001","RIVERSTONE","","32","RIVERGREEN RD W","32 RIVERGREEN RD W","0214165","6","59","PLAN 0214165 BLOCK 6 LOT 59","396322",""
"DEV00500","COM/DC/IND/MF/PB/UR/V","IND-CH USE","COMPLETED","8/25/2008 12:00:00 AM","9/8/2008 12:00:00 AM","9/8/2008 12:00:00 AM","9/8/2008 12:00:00 AM","1203033070001","WT HILL BUSINESS PARK","","3307","3 AVE S","3307 3 AVE S","1540JK","1","6-8","PLAN 1540JK BLOCK 1 LOTS 6 TO INCLUSIVE","285547",""
"DEV00501","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/25/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","8/26/2008 12:00:00 AM","1111006210001","LONDON ROAD","","621","11 ST S","621 11 ST S","0413253","27","5","PLAN 0413253 BLOCK 27 LOT 5","408180",""
"DEV00502","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","8/26/2008 12:00:00 AM","9/4/2008 12:00:00 AM","9/4/2008 12:00:00 AM","9/4/2008 12:00:00 AM","2013600510001","COPPERWOOD","","51","COALBANKS GATE W","51 COALBANKS GATE W","0613397","6","13","PLAN 0613397 BLOCK 6 LOT 13","424189",""
"DEV00503","COM/DC/IND/MF/PB/UR/V","IND-NEW","COMPLETED","8/26/2008 12:00:00 AM","10/17/2008 12:00:00 AM","10/17/2008 12:00:00 AM","10/22/2008 12:00:00 AM","4136021250001","","","2125","36 ST N","2125 36 ST N","8510592","4","12","PLAN 8510592 BLOCK 4 THAT PORTION OF LOT 12 WHICH LIES NORTH OF SUBDIVISION PLAN 9812515 CONTAINING 1.289 HECTARES (3.19 ACRES) MORE OR LESS EXCEPTING THEREOUT: PLAN            NUMBER      HECTARES   ACRES   MORE OR LESS SUBDIVISION     0310088      ","426513",""
"DEV00504","SIGNS","NEW","COMPLETED","8/26/2008 12:00:00 AM","8/28/2008 12:00:00 AM","8/28/2008 12:00:00 AM","8/28/2008 12:00:00 AM","4128002340001","ANDERSON INDUSTRIAL PARK","","234","28 ST N","234 28 ST N","7510705","1","1","PLAN 7510705 BLOCK 1 LOT 1
15.35 ACRES
& PLAN 1456HC BLOCK 2
12.28 ACRES
EXCEPTING PLAN 7510705 (0.135 ACS)
EXCEPTING PLAN 9512824 (4.52 ACS)
","227888",""
"DEV00505","TYPE B/C HOME OCCUPATIONS","NEW","COMPLETED","8/26/2008 12:00:00 AM","9/9/2008 12:00:00 AM","9/9/2008 12:00:00 AM","9/9/2008 12:00:00 AM","2063200300001","INDIAN BATTLE HEIGHTS","","30","STONEY CRES W","30 STONEY CRES W","9111920","16","2","PLAN 9111920 BLOCK 16 LOT 2","324257",""
